"Country","RowID","Age","Gender","Kids","Education","WrkStatus","Income","Occupation","YearsInPos","MnthsInPos","CommSize","MaritalStat","Sons","Daughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfProcrast","OthrProcrast","DPMean","AIPMean","GPMean","SWLSMean","OccupatnAlt","EducationAlt","HDICategory","HDI"
"United States",3359,32.5,"Male","No","deg","Student",15000,"","0",6,"Rural/Country","Married",0,0,4,3,3,2,2,1,2,4,4,4,4,4,3,2,4,3,3,2,3,2,4,2,3,4,2,3,3,3,4,4,4,4,2,3,4,4,2,4,4,4,3,3,3,3,2,"Yes","Yes",2.4,3,3.25,3.2,"*MISSING*","Degree","Very High","0.920"
"United States",3360,28,"Female","Yes","deg","Part-Time",10000,"","3",6,"Large Town","Married",0,1,3,3,3,2,2,2,3,3,4,3,3,2,3,3,3,3,5,3,4,3,3,2,4,4,3,3,3,3,4,2,3,4,3,4,4,3,2,3,3,3,4,4,4,4,3,"Yes","Yes",2.4,3.07,3.15,3.8,"*MISSING*","Degree","Very High","0.920"
"United States",3361,28,"Female","No","deg","Full-Time",45000,"","2",0,"Village","Single",0,0,4,5,4,4,3,1,2,2,2,4,2,4,4,5,5,4,3,4,3,5,4,2,4,1,3,2,5,4,4,4,4,4,2,4,4,3,4,4,4,4,1,2,2,2,2,"Yes","Yes",3.4,3.2,3.55,2.2,"*MISSING*","Degree","Very High","0.920"
"United States",3362,28,"Female","No","deg","Full-Time",15000,"","4",0,"Medium-Sized","Single",0,0,4,2,2,2,2,5,3,5,5,5,5,5,4,4,5,4,5,5,4,5,5,2,3,5,1,4,5,3,5,4,4,5,5,5,5,4,5,4,4,1,2,1,4,5,4,"Yes","Yes",2,4.4,4.15,2.6,"*MISSING*","Degree","Very High","0.920"
"United States",3363,55,"Female","No","ma","Unemployed",NA,"","0",0,"Large Town","Married",0,0,2,2,3,2,2,1,2,4,3,2,3,2,3,2,3,2,3,1,2,2,3,2,3,2,2,2,2,3,3,3,3,2,1,2,4,3,3,4,2,3,3,4,3,4,3,"No","No",1.8,2.33,2.55,3.4,"*MISSING*","Masters","Very High","0.920"
"United States",3364,28,"Female","No","deg","Full-Time",45000,"","4",6,"Small Town","Married",0,0,3,5,4,2,2,1,2,5,5,5,5,3,5,5,5,3,5,4,5,5,5,3,3,5,3,3,4,4,5,2,5,5,2,3,4,4,3,5,4,5,3,3,2,3,1,"Yes","Yes",2.8,4,3.85,3.2,"*MISSING*","Degree","Very High","0.920"
"United States",3365,45,"Female","No","dip","Unemployed",10000,"","0",0,"Village","Married",0,0,3,4,4,3,3,1,1,4,3,4,4,3,4,3,3,3,2,3,2,4,4,3,4,2,2,4,4,4,1,2,3,4,3,3,4,4,3,2,1,4,3,2,2,2,4,"Yes","Yes",2.8,2.87,3.05,2.6,"*MISSING*","Diploma","Very High","0.920"
"United States",3366,55,"Female","No","ma","Full-Time",67500,"",NA,0,"Village","Married",0,0,3,4,5,3,3,1,3,2,5,5,4,5,3,3,5,1,5,4,5,4,5,1,2,4,1,1,5,4,4,2,4,5,2,2,3,2,2,4,4,2,3,3,3,2,2,"Yes","Yes",3,3.6,3.05,2.6,"*MISSING*","Masters","Very High","0.920"
"United States",3367,32.5,"Female","Yes","phd","Part-Time",35000,"","1",6,"Small Town","Married",NA,1,2,2,3,2,2,1,2,1,3,2,5,2,3,2,3,2,3,2,3,1,2,1,2,2,1,1,2,3,3,3,5,3,2,1,3,3,2,3,3,2,4,4,5,5,5,"Yes","No",2,2.4,2.3,4,"*MISSING*","PhD","Very High","0.920"
"United States",3369,55,"Female","Yes","deg","Part-Time",15000,"","0",0,"Small Town","Divorced",0,1,4,4,4,4,4,4,1,5,2,3,5,3,4,3,3,2,2,5,1,4,4,2,2,5,4,5,5,3,4,1,4,4,5,1,3,5,5,5,5,4,1,1,2,2,2,"Yes","No",3.4,3.13,3.8,2,"*MISSING*","Degree","Very High","0.920"
"United States",3370,32.5,"Female","Yes","ltuni","Full-Time",45000,"","0",0,"Large Town","Married",NA,0,5,5,5,4,4,4,3,3,4,3,4,4,3,4,4,3,4,4,4,5,5,4,5,2,4,4,4,4,3,5,4,5,4,4,3,5,5,4,3,4,2,3,3,2,2,"Yes","Yes",3.8,3.67,4.1,2.8,"*MISSING*","Left University","Very High","0.920"
"United States",3371,45,"Female","Yes","deg","Unemployed",10000,"","0",0,"Village","Married",0,1,5,4,4,4,4,1,2,2,4,4,3,4,5,3,3,4,4,4,3,4,5,4,2,5,3,4,5,4,5,4,5,4,3,4,4,4,3,4,4,3,2,3,2,2,2,"Yes","Yes",3.6,3.33,4,2.4,"*MISSING*","Degree","Very High","0.920"
"United States",3372,45,"Female","Yes","deg","Full-Time",150000,"","14",0,"Small Town","Married",0,2,3,4,4,3,3,1,1,4,5,3,4,3,4,2,4,5,2,5,2,4,4,4,4,4,4,4,4,4,4,2,3,5,4,5,2,5,5,5,5,4,2,3,3,3,2,"Yes","No",3.2,3.2,4.05,3,"*MISSING*","Degree","Very High","0.920"
"United States",3373,19,"Female","No","ltuni","Student",10000,"","3",0,"Large Town","Single",0,0,1,1,3,1,1,1,1,1,2,1,1,1,2,1,4,5,2,5,1,1,4,2,2,5,4,1,1,4,3,1,4,1,1,4,5,1,1,2,3,3,4,4,5,5,4,"No","No",1.2,1.93,2.5,4.2,"*MISSING*","Left University","Very High","0.920"
"United States",3374,55,"Male","Yes","dip","Full-Time",67500,"","9",0,"Large Town","Married",0,2,3,4,4,3,3,1,3,5,4,4,4,5,3,2,4,4,4,2,4,4,4,3,4,2,4,4,4,4,4,2,4,4,3,4,3,3,3,4,3,4,3,5,4,4,4,"Yes","Yes",3.2,3.47,3.5,4,"*MISSING*","Diploma","Very High","0.920"
"United States",3375,28,"Female","No","ltuni","Full-Time",45000,"","10",0,"Medium-Sized","Single",0,0,3,3,2,2,2,3,3,3,4,3,1,3,2,3,4,3,5,3,3,3,4,1,2,5,1,3,3,4,1,1,5,3,3,4,5,3,3,3,4,3,2,2,2,2,1,"Yes","Yes",2,3,3.05,2.2,"*MISSING*","Left University","Very High","0.920"
"United States",3376,55,"Female","Yes","deg","Full-Time",45000,"",NA,0,"Village","Married",0,1,3,3,3,2,2,2,2,4,3,2,3,3,3,2,2,4,4,4,2,3,3,1,1,2,1,2,3,3,3,2,3,3,3,4,3,3,3,3,3,4,3,3,3,3,2,"Yes","No",2.4,2.8,2.6,3.2,"*MISSING*","Degree","Very High","0.920"
"United States",3377,55,"Female","No","ma","Retired",87500,"","0",0,"Small Town","Married",0,0,2,4,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,1,1,4,1,2,3,1,4,4,3,5,1,2,4,1,2,3,1,1,5,4,5,3,3,3,4,3,"Yes","Yes",1.8,1.4,2.6,3.6,"*MISSING*","Masters","Very High","0.920"
"United States",3378,25,"Female","No","phd","Student",10000,"","1",0,"Village","Single",0,0,4,4,3,3,5,2,4,5,3,2,2,1,3,3,2,1,2,2,5,3,2,1,2,3,5,2,2,3,5,3,5,4,1,1,3,4,2,3,4,3,3,4,3,5,2,"Yes","No",2.8,2.8,2.9,3.6,"*MISSING*","PhD","Very High","0.920"
"United States",3379,45,"Male","No","phd","Full-Time",67500,"","3",0,"*Missing*","Married",0,0,2,3,2,1,1,1,1,4,2,1,2,1,3,2,2,4,2,2,1,2,3,2,2,2,2,2,3,3,3,1,2,2,3,2,3,3,3,3,2,3,5,4,5,5,3,"No","No",1.6,1.93,2.4,4.4,"*MISSING*","PhD","Very High","0.920"
"United States",3380,55,"Male","Yes","phd","Full-Time",150000,"","0",0,"Small Town","Married",NA,1,3,3,2,2,2,1,1,1,1,2,3,3,3,3,4,3,3,1,1,3,2,2,2,4,3,2,4,4,3,2,2,4,2,4,3,3,3,4,4,3,3,4,3,4,3,"Yes","No",2.2,2.13,3,3.4,"*MISSING*","PhD","Very High","0.920"
"United States",3381,32.5,"Male","No","phd","Full-Time",55000,"","4",0,"Large Town","Married",0,0,3,3,3,2,2,1,2,2,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,2,2,3,1,2,3,2,2,3,1,2,3,4,3,3,3,3,4,4,4,4,4,"Yes","No",2.2,2.53,2.5,3.8,"*MISSING*","PhD","Very High","0.920"
"United States",3382,45,"Male","No","deg","Full-Time",150000,"","10",0,"Village","Married",0,0,3,4,4,3,3,2,2,4,3,4,3,3,3,3,3,2,2,4,2,2,4,2,3,1,4,3,3,2,4,2,3,4,2,4,4,2,2,3,4,3,3,4,4,3,2,"Yes","No",2.8,2.87,2.9,3.4,"*MISSING*","Degree","Very High","0.920"
"United States",3383,55,"Female","Yes","dip","Part-Time",10000,"","6",0,"Rural/Country","Married",3,0,4,4,4,3,3,2,2,4,5,3,5,4,4,3,5,3,3,2,4,2,4,2,4,2,3,2,4,5,5,4,1,4,2,4,4,4,3,5,5,3,4,3,4,5,3,"Yes","Yes",3,3.47,3.45,3.8,"*MISSING*","Diploma","Very High","0.920"
"United States",3384,32.5,"Male","No","deg","Part-Time",15000,"","0",3,"Village","Single",0,0,4,4,4,4,4,5,5,5,4,5,5,5,1,5,5,5,5,5,4,4,4,3,5,5,4,5,1,5,1,4,5,4,5,5,5,4,4,5,4,5,2,1,2,1,1,"Yes","Yes",3.2,4.53,4.1,2.2,"*MISSING*","Degree","Very High","0.920"
"United States",3385,55,"Male","Yes","phd","Full-Time",87500,"","0",0,"Small Town","Married",0,1,1,2,2,1,1,1,1,4,2,1,2,1,2,1,1,2,2,3,1,2,2,1,2,1,5,2,1,2,3,2,2,3,1,2,3,2,2,2,1,3,5,5,5,4,4,"No","No",1.4,1.67,2.05,4.4,"*MISSING*","PhD","Very High","0.920"
"United States",3386,45,"Female","Yes","deg","Full-Time",45000,"","0",0,"Village","Married",NA,0,2,2,2,2,1,1,3,2,3,2,1,3,2,1,3,2,3,2,3,2,2,1,2,1,1,3,2,2,3,2,2,2,2,3,2,3,2,2,2,2,4,3,5,4,5,"No","No",1.6,2.13,2.05,3.6,"*MISSING*","Degree","Very High","0.920"
"United States",3387,45,"Female","No","deg","Full-Time",250000,"","5",0,"Village","Single",0,0,4,4,4,3,3,2,3,2,4,3,3,2,3,2,3,2,3,3,2,4,4,2,3,4,4,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,2,3,2,1,"Yes","No",3,2.67,3.15,2.6,"*MISSING*","Degree","Very High","0.920"
"United States",3388,32.5,"Male","No","ma","Full-Time",250000,"","3",2,"Rural/Country","Married",0,0,4,4,3,4,4,1,3,5,2,4,2,3,4,3,4,5,3,4,2,4,4,2,5,1,4,5,3,4,3,4,4,3,1,3,4,4,3,4,3,4,2,2,2,4,2,"Yes","Yes",3,3.27,3.4,2.8,"*MISSING*","Masters","Very High","0.920"
"United States",3389,67.5,"Male","Yes","phd","Retired",87500,"","2",0,"Small Town","Married",NA,1,4,4,4,2,2,1,2,3,4,4,3,5,3,4,4,1,3,2,4,3,4,3,4,2,3,3,5,3,4,3,3,4,2,3,4,4,4,5,5,4,2,3,3,4,2,"Yes","Yes",3,3,3.55,3.2,"*MISSING*","PhD","Very High","0.920"
"United States",3390,55,"Female","No","ma","Full-Time",67500,"","6",0,"Village","Divorced",0,0,3,4,3,3,3,4,3,4,4,4,4,4,3,4,4,3,4,4,3,5,5,5,2,1,5,2,3,3,3,3,1,4,3,3,3,4,4,3,2,3,4,4,4,3,2,"Yes","No",2.6,3.67,3.2,3.6,"*MISSING*","Masters","Very High","0.920"
"United States",3391,32.5,"Male","Yes","phd","Full-Time",250000,"","2",0,"Small Town","Married",NA,0,3,3,3,3,3,1,1,5,2,2,2,4,3,2,2,2,2,3,2,3,3,2,2,3,3,2,2,3,3,2,3,3,1,2,3,4,2,3,3,3,3,3,3,3,3,"Yes","No",2.4,2.4,2.6,3,"*MISSING*","PhD","Very High","0.920"
"United States",3392,32.5,"Male","No","phd","Student",15000,"","5",0,"Large Town","Single",0,0,3,5,2,3,3,1,1,1,1,5,5,4,5,5,5,1,1,3,1,5,5,1,2,5,5,1,5,1,5,1,2,5,2,3,5,3,3,5,5,5,1,1,1,1,1,"Yes","Yes",2.6,2.8,3.45,1.8,"*MISSING*","PhD","Very High","0.920"
"United States",3393,28,"Male","No","ma","Full-Time",15000,"","2",0,"Large Town","Married",0,0,2,3,4,3,3,2,2,5,3,2,1,2,2,2,2,4,3,4,3,3,4,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3,3,2,2,3,5,5,5,5,4,"No","No",2.4,2.67,2.9,4.6,"*MISSING*","Masters","Very High","0.920"
"United States",3394,23,"Male","No","deg","Full-Time",45000,"","0",1,"Small Town","Single",0,0,4,4,5,4,4,2,2,2,3,3,3,2,3,2,4,2,3,2,1,1,1,1,3,3,2,1,5,3,4,2,3,2,1,1,3,2,2,3,1,3,4,3,3,4,3,"Yes","Yes",3.4,2.53,2.2,3.4,"*MISSING*","Degree","Very High","0.920"
"United States",3395,67.5,"Female","No","deg","*Missing*",NA,"","0",0,"*Missing*","Married",0,0,3,3,4,2,2,2,3,3,5,3,1,2,4,3,3,3,4,3,4,3,4,2,4,3,3,4,3,5,4,4,4,4,4,5,3,3,2,4,3,3,5,5,4,4,3,"Yes","Yes",2.4,3,3.55,4.2,"*MISSING*","Degree","Very High","0.920"
"United States",3396,28,"Male","Yes","ma","Student",15000,"","3",6,"Small Town","Married",0,1,3,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,2,4,4,3,3,4,2,4,3,3,4,2,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,"Yes","Yes",3,3.67,3.5,3.2,"*MISSING*","Masters","Very High","0.920"
"United States",3397,37.5,"Female","Yes","phd","Full-Time",87500,"","5",0,"Large Town","Married",NA,1,4,3,4,2,2,3,1,1,2,1,1,1,2,1,4,3,2,3,1,1,3,3,1,1,1,2,3,2,3,1,2,4,3,3,3,4,3,4,3,3,4,4,5,5,4,"Yes","No",2.8,1.87,2.5,4.2,"*MISSING*","PhD","Very High","0.920"
"United States",3398,28,"Female","Yes","deg","Full-Time",25000,"","4",6,"Large Town","Single",0,1,1,1,1,1,1,5,5,5,1,3,1,1,4,1,1,5,4,5,1,1,1,1,2,3,2,3,1,3,1,1,5,1,3,5,2,1,1,2,1,2,3,3,3,3,5,"Yes","No",1,2.87,2,2.8,"*MISSING*","Degree","Very High","0.920"
"United States",3399,32.5,"Male","Yes","ltuni","Full-Time",67500,"","7",0,"Village","Married",3,1,3,5,5,4,4,2,4,5,5,5,3,5,3,5,5,4,5,2,3,5,5,3,4,5,5,5,5,4,5,3,4,5,4,5,4,5,5,4,5,4,5,5,5,5,5,"Yes","Yes",3.6,4,4.5,4.8,"*MISSING*","Left University","Very High","0.920"
"United States",3400,32.5,"Female","Yes","dip","Full-Time",25000,"","2",0,"Small Town","Married",NA,1,3,4,4,3,3,3,3,3,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,2,3,4,4,3,5,5,5,3,2,5,3,5,5,4,4,5,2,3,3,2,4,"Yes","Yes",3,4.33,4.05,3,"*MISSING*","Diploma","Very High","0.920"
"United States",3401,28,"Female","No","ma","Student",35000,"","0",8,"Small Town","Single",0,0,4,4,4,2,2,3,2,4,2,2,2,5,4,2,4,5,2,5,2,3,4,2,3,4,3,3,5,5,4,2,2,4,4,4,4,4,3,3,5,4,2,3,3,3,2,"Yes","Yes",2.8,3.07,3.55,3,"*MISSING*","Masters","Very High","0.920"
"United States",3402,37.5,"Female","No","deg","Part-Time",25000,"","3",3,"Village","Single",0,0,5,5,5,5,5,3,3,3,4,5,4,2,4,5,5,4,4,5,3,5,5,4,3,5,5,3,5,5,5,4,5,5,2,3,4,4,4,5,5,5,2,2,2,2,2,"Yes","Yes",4,3.93,4.3,2.6,"*MISSING*","Degree","Very High","0.920"
"United States",3403,32.5,"Female","Yes","ltuni","Full-Time",45000,"","2",3,"Large Town","Single",0,1,4,4,3,2,2,3,3,5,5,3,2,3,4,3,3,3,5,2,5,3,4,1,3,4,4,4,4,3,4,3,5,4,4,4,4,4,3,3,4,4,4,3,3,4,3,"Yes","Yes",2.8,3.4,3.6,3.6,"*MISSING*","Left University","Very High","0.920"
"United States",3404,32.5,"Male","No","ma","Student",15000,"","12",0,"Large Town","Single",0,0,3,5,5,5,5,2,4,2,2,5,2,5,5,5,5,4,4,1,5,5,5,3,5,5,2,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"Yes","Yes",3.6,3.73,4.55,1.8,"*MISSING*","Masters","Very High","0.920"
"United States",3405,67.5,"Male","Yes","deg","Part-Time",10000,"","0",6,"Small Town","Married",NA,1,5,5,5,5,5,1,1,1,5,5,5,1,1,5,5,5,1,1,1,5,5,1,1,1,5,1,5,1,5,1,4,5,1,1,2,5,1,3,2,3,1,5,1,1,1,"Yes","No",4.2,2.87,2.75,2.2,"*MISSING*","Degree","Very High","0.920"
"United States",3406,67.5,"Male","Yes","ma","Full-Time",250000,"","12",0,"Large Town","Married",NA,3,4,3,3,2,2,2,2,5,4,2,3,5,3,2,2,2,4,2,3,4,3,2,4,4,1,1,3,4,4,3,2,4,4,4,3,4,3,5,4,5,4,5,4,4,4,"Yes","Yes",3,2.87,3.3,4.4,"*MISSING*","Masters","Very High","0.920"
"United States",3407,23,"Female","No","deg","Full-Time",25000,"","0",11,"Village","Single",0,0,4,4,4,3,3,1,4,1,5,4,4,5,5,3,5,3,5,3,5,5,5,5,3,4,5,5,3,4,3,5,1,5,1,3,4,5,5,4,4,4,5,5,5,5,5,"Yes","Yes",3,3.73,3.95,4.8,"*MISSING*","Degree","Very High","0.920"
"United States",3408,23,"Female","No","ma","Student",55000,"","1",0,"Village","Single",0,0,4,4,3,1,1,1,1,2,3,3,1,4,3,3,4,5,4,3,3,3,5,3,2,5,4,5,4,3,4,2,4,4,1,2,4,3,4,5,4,3,4,4,5,5,3,"Yes","Yes",2.4,2.73,3.55,4.2,"*MISSING*","Masters","Very High","0.920"
"United States",3409,25,"Male","No","ltuni","Student",10000,"","0",0,"Village","Single",0,0,4,5,5,5,5,5,2,4,2,5,2,5,5,5,5,5,3,5,2,5,5,1,2,4,5,2,5,4,5,5,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"Yes","Yes",3.8,4,4.2,1.8,"*MISSING*","Left University","Very High","0.920"
"United States",3410,32.5,"Male","No","phd","Full-Time",150000,"","0",6,"Large Town","Married",0,0,4,3,5,5,5,3,3,4,4,5,2,4,4,5,5,3,5,5,5,5,2,4,3,5,3,3,5,4,5,4,5,4,4,4,4,4,4,5,5,5,4,4,4,4,5,"Yes","Yes",3.4,4.13,4.1,4.2,"*MISSING*","PhD","Very High","0.920"
"United States",3411,45,"*Missing*","Yes","deg","Full-Time",67500,"","10",0,"Small Town","Married",NA,0,4,4,4,3,2,4,2,5,3,3,3,2,3,3,3,3,3,4,2,4,5,2,3,2,4,3,4,4,5,3,4,5,3,4,4,2,4,5,2,5,4,4,4,4,4,"Yes","No",3,3,3.6,4.2,"*MISSING*","Degree","Very High","0.920"
"United States",3412,55,"Female","Yes","ltuni","Retired",150000,"","9",0,"Medium-Sized","Married",NA,1,3,3,2,2,2,1,3,4,4,3,4,4,4,3,4,3,4,3,4,3,4,2,4,2,2,3,3,3,4,4,4,4,2,2,3,3,2,4,4,4,2,4,2,3,2,"Yes","Yes",2.2,3.33,3.1,3,"*MISSING*","Left University","Very High","0.920"
"United States",3413,45,"Female","No","ma","Full-Time",55000,"","0",0,"Small Town","*Missing*",0,0,3,3,3,2,2,2,2,4,3,3,3,3,4,3,3,2,4,3,3,3,3,2,4,4,3,2,2,3,3,2,3,3,3,4,4,3,2,3,3,4,3,3,3,3,3,"Yes","Yes",2.2,2.93,2.95,3.2,"*MISSING*","Masters","Very High","0.920"
"United States",3414,45,"Male","Yes","ma","Full-Time",150000,"","0",0,"Small Town","Separated",NA,1,5,4,4,2,2,2,2,5,2,3,5,2,4,2,4,2,3,1,3,5,3,1,1,4,1,1,1,4,3,4,1,3,1,2,4,5,2,5,5,5,3,4,3,4,2,"Yes","Yes",3.2,2.8,2.8,3.8,"*MISSING*","Masters","Very High","0.920"
"United States",3415,45,"Female","Yes","deg","Unemployed",87500,"","1",2,"Small Town","Married",NA,0,5,5,5,5,5,4,1,5,2,5,5,3,3,2,5,3,2,5,1,5,5,3,2,2,5,3,5,4,5,1,2,5,5,5,5,5,5,5,5,5,2,2,2,2,3,"Yes","Yes",4,3.4,4.1,2.6,"*MISSING*","Degree","Very High","0.920"
"United States",3416,67.5,"Male","Yes","phd","Retired",250000,"","0",0,"Small Town","Married",0,2,4,4,4,4,4,1,3,2,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,2,3,3,3,3,4,3,3,3,3,4,3,4,4,4,4,4,2,2,2,2,2,"Yes","Yes",3.6,3.47,3.35,2.4,"*MISSING*","PhD","Very High","0.920"
"United States",3417,32.5,"Female","No","deg","Unemployed",250000,"","0",0,"Village","Married",0,0,5,5,5,4,4,4,3,5,5,4,4,5,4,2,4,2,3,4,5,5,5,2,2,3,4,2,4,4,4,5,4,5,1,5,3,5,4,4,4,4,4,4,4,4,3,"Yes","Yes",3.8,3.87,3.75,4,"*MISSING*","Degree","Very High","0.920"
"United States",3418,28,"Male","No","ltuni","Student",15000,"",NA,0,"Village","Single",0,0,5,4,4,3,3,2,2,4,5,3,3,3,4,3,4,3,3,4,2,5,4,1,4,5,4,1,5,4,4,4,3,4,4,3,4,4,4,5,5,5,4,4,4,3,3,"Yes","No",3.2,3.2,3.85,4,"*MISSING*","Left University","Very High","0.920"
"United States",3419,55,"Female","No","ma","Full-Time",45000,"","6",5,"Rural/Country","Married",0,0,3,2,3,3,3,1,2,3,4,5,3,2,5,5,5,5,3,3,5,3,4,1,1,5,4,2,5,1,5,4,4,5,3,3,5,1,2,5,5,3,3,3,2,2,2,"Yes","Yes",2.2,3.6,3.4,2.6,"*MISSING*","Masters","Very High","0.920"
"United States",3420,45,"*Missing*","No","phd","Full-Time",150000,"","5",2,"Village","Divorced",0,0,2,1,2,1,1,2,1,3,1,2,1,1,3,3,3,2,1,2,1,3,3,1,3,4,1,2,3,2,3,1,2,4,3,3,3,3,2,2,3,4,5,5,5,5,4,"No","Yes",1.2,1.8,2.55,4.8,"*MISSING*","PhD","Very High","0.920"
"United States",3421,55,"Male","Yes","deg","Full-Time",150000,"","0",1,"Large Town","Married",NA,0,3,3,3,2,2,2,2,5,2,3,3,3,3,3,3,2,2,2,3,4,3,3,2,3,3,3,2,3,3,2,3,3,2,2,3,4,4,4,2,3,3,3,2,4,2,"Yes","No",2.2,2.67,2.9,3,"*MISSING*","Degree","Very High","0.920"
"United States",3422,28,"Female","No","ma","Student",25000,"","5",0,"Small Town","Single",0,0,1,3,1,1,1,3,2,5,5,4,2,5,5,5,5,5,5,5,4,5,5,1,3,5,5,3,5,1,5,5,5,5,4,5,5,3,3,5,5,5,2,3,3,2,1,"Yes","Yes",1.2,4.07,4.15,3,"*MISSING*","Masters","Very High","0.920"
"United States",3423,32.5,"Male","No","phd","Full-Time",35000,"","2",0,"Village","Single",0,0,4,5,4,3,3,1,1,5,1,3,1,3,4,4,2,3,2,4,1,1,5,3,4,4,2,4,4,4,4,2,3,3,2,4,4,3,3,5,5,5,3,3,3,3,3,"Yes","No",3.2,2.53,3.45,3.4,"*MISSING*","PhD","Very High","0.920"
"United States",3424,28,"Female","No","deg","Student",35000,"","2",0,"Large Town","Single",0,0,4,4,3,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,"Yes","Yes",2.8,3.73,3.85,2.4,"*MISSING*","Degree","Very High","0.920"
"United States",3425,37.5,"Female","No","ma","Full-Time",67500,"","6",1,"Rural/Country","Single",0,0,4,4,3,2,3,3,2,5,2,3,4,2,4,3,3,3,2,3,1,3,4,2,3,3,3,3,3,4,3,4,2,4,4,4,4,4,4,4,4,4,1,2,2,2,2,"Yes","No",2.6,2.87,3.45,2.2,"*MISSING*","Masters","Very High","0.920"
"United States",3426,37.5,"Male","Yes","ma","Full-Time",87500,"","10",0,"Rural/Country","Married",0,2,4,4,1,3,3,2,4,3,4,4,4,4,3,4,2,1,4,2,4,3,2,3,2,2,4,3,3,3,4,4,4,2,2,2,4,4,3,4,3,3,4,4,4,4,2,"Yes","No",2.8,3.2,3.05,3.8,"*MISSING*","Masters","Very High","0.920"
"United States",3427,55,"Female","Yes","ma","Full-Time",67500,"","0",0,"Small Town","Married",NA,1,5,5,5,5,5,1,5,4,5,4,5,5,3,4,5,3,5,3,5,5,5,3,1,5,3,1,4,5,5,5,4,5,2,2,5,4,4,5,4,5,3,3,4,4,3,"Yes","Yes",4.2,4.13,3.85,3.8,"*MISSING*","Masters","Very High","0.920"
"United States",3428,28,"Male","Yes","ma","Unemployed",10000,"","1",5,"Medium-Sized","Married",NA,0,4,5,5,5,5,1,4,4,4,5,5,5,5,5,5,3,3,2,4,5,5,4,3,3,3,1,5,4,4,5,4,4,4,5,4,4,5,3,4,4,1,1,1,2,1,"Yes","Yes",3.8,4,3.95,1.8,"*MISSING*","Masters","Very High","0.920"
"United States",3429,19,"Female","No","ltuni","Student",NA,"","0",0,"Large Town","Single",0,0,3,4,4,4,4,1,1,3,3,4,4,5,5,4,5,2,3,2,2,3,4,4,4,5,5,5,4,4,5,2,3,4,3,3,4,3,2,4,4,4,2,3,2,4,3,"Yes","Yes",3,3.2,3.75,3,"*MISSING*","Left University","Very High","0.920"
"United States",3430,55,"Female","No","dip","Retired",15000,"","6",0,"Large Town","Divorced",0,0,5,4,4,3,3,1,1,2,3,3,2,2,2,1,3,3,2,5,2,4,4,2,3,5,3,3,3,4,5,2,2,3,3,4,4,3,1,4,5,2,2,1,1,2,1,"Yes","Yes",3.2,2.33,3.35,1.6,"*MISSING*","Diploma","Very High","0.920"
"United States",3431,28,"Female","No","ma","Part-Time",25000,"","3",0,"Village","Married",0,0,3,3,2,2,2,1,1,1,3,1,4,3,3,1,3,1,3,1,3,2,3,2,3,1,2,2,1,4,4,2,4,3,1,4,2,3,2,3,3,2,3,4,4,4,5,"Yes","No",2,2.07,2.55,3.4,"*MISSING*","Masters","Very High","0.920"
"United States",3432,24,"Female","No","ma","Student",25000,"","1",0,"Large Town","Married",0,0,4,3,3,2,2,2,5,4,5,3,4,5,4,2,5,4,5,5,5,4,4,4,4,4,5,3,5,3,4,5,5,3,5,4,4,5,5,4,4,4,5,4,5,5,5,"Yes","No",2.4,4,4.2,4.6,"*MISSING*","Masters","Very High","0.920"
"United States",3433,55,"Male","No","phd","Full-Time",250000,"","0",0,"Rural/Country","Married",0,0,2,2,3,2,2,1,1,3,3,2,2,2,3,2,2,3,2,4,2,3,3,2,3,3,2,2,2,2,2,2,4,3,2,2,3,2,2,3,3,3,3,4,4,4,3,"No","No",1.8,2.27,2.5,3.6,"*MISSING*","PhD","Very High","0.920"
"United States",3434,28,"Female","No","deg","Full-Time",45000,"","1",1,"Rural/Country","Married",0,0,3,4,4,2,2,1,1,4,1,3,2,1,2,4,3,2,1,3,1,2,3,1,2,2,3,1,3,4,4,2,2,4,1,1,4,5,4,4,3,3,3,5,4,4,4,"Yes","Yes",2.6,2.07,2.75,3.8,"*MISSING*","Degree","Very High","0.920"
