"RowID","ï..Age","Gender","Kids","Edu","Work.Status","Annual.Income","Current.Occupation","How.long.have.you.held.this.position...Years","How.long.have.you.held.this.position...Months","Community.size","Country.of.residence","Marital.Status","Number.of.sons","Number.of.daughters","X.DP.1..I.waste.a.lot.of.time.on.trivial.matters.before.getting.to.the.final.decisions","X.DP.2..Even.after.I.make.a.decision.I.delay.acting.upon.it","X.DP.3..I.donâ..t.make.decisions.unless.I.really.have.to","X.DP.4..I.delay.making.decisions.until.itâ..s.too.late","X.DP.5..I.put.off.making.decisions.until.itâ..s.too.late","X.AIP.1..I.pay.my.bills.on.time","X.AIP.2.I.am.prompt.and.on.time.for.most.appointments.","X.AIP.3.I.lay.out.my.clothes.the.night.before.I.have.an.important.appointment..so.I.wonâ..t.be.late","X.AIP.4..I.find.myself.running.later.than.I.would.like.to.be","X.AIP.5..I.donâ..t.get.things.done.on.time","X.AIP.6..If.someone.were.teaching.a.course.on.how.to.get.things.done.on.time..I.would.attend","X.AIP.7..My.friends.and.family.think.I.wait.until.the.last.minute.","X.AIP.8..I.get.important.things.done.with.time.to.spare","X.AIP.9..I.am.not.very.good.at.meeting.deadlines","X.AIP.10..I.find.myself.running.out.of.time.","X.AIP.11..I.schedule.doctorâ..s.appointments.when.I.am.supposed.to.without.delay","X.AIP.12..I.am.more.punctual.than.most.people.I.know","X.AIP.13..I.do.routine.maintenance..e.g...changing.the.car.oil..on.things.I.own.as.often.as.I.should","X.AIP.14.When.I.have.to.be.somewhere.at.a.certain.time.my.friends.expect.me.to.run.a.bit.late","X.AIP.15.Putting.things.off.till.the.last.minute.has.cost.me.money.in.the.past","X.GP.1.I.often.find.myself.performing.tasks.that.I.had.intended.to.do.days.before","X.GP2..I.often.miss.concerts..sporting.events..or.the.like.because.I.donâ..t.get.around.to.buying.tickets.on.time","X.GP.3..When.planning.a.party..I.make.the.necessary.arrangements.well.in.advance","X.GP.4..When.it.is.time.to.get.up.in.the.morning..I.most.often.get.right.out.of.bed","X.GP.5..A.letter.may.sit.for.days.after.I.write.it.before.mailing.it.possible","X.GP.6..I.generally.return.phone.calls.promptly","X.GP.7..Even.jobs.that.require.little.else.except.sitting.down.and.doing.them..I.find.that.they.seldom.get.done.for.days","X.GP.8..I.usually.make.decisions.as.soon.as.possible","X.GP.9..I.generally.delay.before.starting.on.work.I.have.to.do","X.GP.10..When.traveling..I.usually.have.to.rush.in.preparing.to.arrive.at.the.airport.or.station.at.the.appropriate.time","X.GP.11..When.preparing.to.go.out..I.am.seldom.caught.having.to.do.something.at.the.last.minute","X.GP.12..In.preparation.for.some.deadlines..I.often.waste.time.by.doing.other.things","X.GP.13..If.a.bill.for.a.small.amount.comes..I.pay.it.right.away","X.GP.14..I.usually.return.a.â.œRSVPâ...request.very.shortly.after.receiving.it","X.GP.15..I.often.have.a.task.finished.sooner.than.necessary","X.GP.16..I.always.seem.to.end.up.shopping.for.birthday.gifts.at.the.last.minute","X.GP.17..I.usually.buy.even.an.essential.item.at.the.last.minute","X.GP.18..I.usually.accomplish.all.the.things.I.plan.to.do.in.a.day","X.GP.19..I.am.continually.saying.â.œIâ..ll.do.it.tomorrowâ..","X.GP.20..I.usually.take.care.of.all.the.tasks.I.have.to.do.before.I.settle.down.and.relax.for.the.evening","X.SWLS.1..In.most.ways.my.life.is.close.to.my.ideal","X.SWLS.2.The.conditions.of.my.life.are.excellent","X.SWLS.3..I.am.satisfied.with.my.life.","X.SWLS.4..So.far.I.have.gotten.the.important.things.I.want.in.life","X.SWLS.5..If.I.could.live.my.life.over..I.would.change.almost.nothing","Do.you.consider.yourself.a.procrastinator.","Do.others.consider.you.a.procrastinator."
3807,19,"Male","No Kids","high","full-time",10000,"",1,0,"Rural/Country","United States","Single","0",0,5,4,4,4,4,5,3,5,3,4,2,5,4,4,3,5,4,5,3,5,5,2,4,5,4,4,5,4,4,5,2,5,2,5,4,3,4,4,4,4,2,2,2,2,1,"yes","yes"
3808,16.5,"Female","No Kids","ltuni","student",10000,"",NA,0,"Small Town","United States","Single","0",0,5,5,5,5,5,2,3,5,4,4,5,5,5,5,5,2,5,5,5,5,5,5,5,5,1,1,5,5,5,1,5,5,4,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes"
3809,25,"Male","No Kids","deg","part-time",25000,"",3,0,"Small Town","United States","","0",0,3,4,3,2,2,2,4,5,3,4,4,4,4,4,4,4,4,3,4,4,5,1,4,2,1,4,3,3,4,3,3,4,2,3,4,5,4,4,5,4,2,2,3,3,2,"yes","yes"
3810,45,"Female","Yes Kids","ma","student",NA,"",10,0,"Large-City","United States","Married","Male",0,4,2,1,1,2,1,4,5,4,2,1,3,4,2,4,3,4,2,5,2,4,2,3,5,1,3,3,3,4,2,5,5,2,3,4,2,2,5,5,3,3,3,3,4,1,"yes","no"
3811,55,"Male","Yes Kids","ma","full-time",150000,"",1,4,"Village","United States","Married","Female",0,2,1,1,1,1,1,1,4,1,2,2,1,3,1,3,1,3,1,1,1,1,1,4,1,1,1,2,3,3,1,5,3,4,2,4,4,1,5,1,3,1,1,2,3,2,"yes","no"
3812,28,"Female","No Kids","ma","unemployed",45000,"",0,1,"Rural/Country","United States","Married","0",0,4,4,4,3,3,2,3,3,5,3,1,4,3,3,4,2,5,3,5,4,4,4,4,3,5,4,4,4,4,5,5,4,2,2,3,2,2,5,5,4,4,4,4,4,3,"yes","yes"
3813,55,"Female","Yes Kids","dip","unemployed",250000,"",0,0,"Medium-Sized","United States","Married","Male",2,2,2,3,2,1,2,2,3,3,3,2,2,2,2,2,1,3,1,3,2,2,1,1,5,1,1,4,3,2,3,2,3,3,3,2,2,1,3,3,2,4,4,4,5,4,"no",""
3814,28,"Female","No Kids","phd","unemployed",35000,"",1,0,"Small Town","United States","Married","0",0,2,3,1,1,1,1,2,4,3,4,4,4,4,4,5,2,2,3,3,3,3,1,1,3,3,3,1,1,4,3,2,3,1,3,5,3,1,4,3,5,3,2,2,3,3,"yes","no"
3815,28,"Female","No Kids","deg","full-time",150000,"",0,4,"Village","United States","Single","0",0,2,3,2,1,1,4,2,5,3,2,3,3,3,2,3,4,3,5,2,4,4,4,4,4,3,4,4,2,3,3,4,3,4,4,3,4,4,4,3,4,3,4,4,4,4,"yes","no"
3816,16.5,"Female","No Kids","high","part-time",NA,"",0,5,"Village","United States","Single","0",0,4,4,3,4,3,2,2,4,5,5,5,5,5,5,5,2,1,4,1,5,5,3,4,4,4,3,5,2,5,5,4,5,3,4,5,5,5,2,5,5,3,3,2,2,1,"yes","yes"
3817,37.5,"Male","Yes Kids","ma","part-time",150000,"",10,0,"Village","United States","Married","Male",1,4,4,4,3,3,2,2,4,4,5,5,5,5,5,5,2,4,5,5,4,5,1,5,3,5,3,3,5,5,5,1,5,3,3,5,5,5,5,5,5,1,5,2,5,3,"yes","yes"
3818,32.5,"Male","No Kids","phd","full-time",250000,"",8,0,"Village","United States","Single","0",0,5,4,4,4,4,2,4,5,5,4,3,5,4,4,5,5,5,4,4,5,4,4,5,4,4,4,5,4,5,5,5,5,2,5,4,5,5,4,5,4,4,4,4,5,5,"yes","yes"
3819,37.5,"Female","No Kids","ltuni","unemployed",10000,"",0,0,"Small Town","United States","Married","0",0,5,5,5,5,5,2,2,5,4,4,2,3,3,4,5,4,2,4,2,4,5,3,5,5,4,4,4,5,5,2,2,5,4,4,5,5,4,5,5,5,1,1,1,1,1,"yes","yes"
3820,37.5,"Male","Yes Kids","ma","part-time",10000,"",3,7,"Village","United States","Married","Male",0,4,4,4,4,4,3,1,5,1,5,4,4,4,5,4,2,2,4,1,4,5,3,3,4,4,4,4,4,4,1,1,4,3,5,5,3,3,5,5,5,2,3,2,2,2,"yes","yes"
3821,NA,"Female","No Kids","ma","full-time",55000,"",12,0,"Village","United States","Single","0",0,2,4,2,3,3,2,1,2,2,2,1,2,2,1,3,4,1,3,2,4,2,2,2,4,4,3,2,3,3,2,3,3,3,4,2,4,4,2,3,2,2,3,3,5,3,"yes","no"
3822,55,"Female","Yes Kids","ma","part-time",25000,"",10,0,"Small Town","United States","Married","0",1,3,5,3,1,1,1,4,5,5,5,5,5,3,5,5,1,5,1,4,3,5,2,2,2,3,3,4,3,5,3,3,5,2,3,4,3,1,5,4,3,3,5,2,2,2,"yes","yes"
3823,37.5,"Male","No Kids","ma","full-time",150000,"",2,0,"Village","United States","Married","0",0,5,5,5,4,4,4,5,3,4,1,4,5,5,5,4,5,5,5,1,2,4,4,4,4,4,4,4,5,1,4,4,4,4,4,5,1,4,4,5,4,2,2,1,4,2,"yes","yes"
3824,32.5,"Female","No Kids","phd","full-time",45000,"",0,6,"Small Town","United States","Single","0",0,5,5,5,4,4,1,2,3,5,4,4,5,5,3,5,5,5,5,5,3,5,4,4,5,5,5,5,4,5,5,5,5,1,3,5,5,5,4,5,3,3,2,3,2,2,"yes","yes"
3825,32.5,"Female","No Kids","deg","full-time",87500,"",13,0,"Large Town","United States","Divorced","0",0,4,3,3,2,2,2,3,3,4,3,4,5,5,4,4,3,5,5,4,4,5,2,3,3,3,3,4,2,5,3,4,5,1,2,4,4,4,3,3,2,3,4,3,3,3,"yes","yes"
3826,37.5,"Female","No Kids","phd","part-time",45000,"",4,0,"Small Town","United States","Married","0",0,3,3,3,3,4,1,1,4,2,3,2,2,5,4,2,3,2,3,1,3,2,2,4,4,2,3,4,4,4,1,2,4,1,3,5,3,2,4,4,5,2,3,2,2,4,"yes","no"
3827,45,"Female","No Kids","ma","full-time",55000,"",6,0,"Large Town","United States","Divorced","0",0,4,4,3,2,2,2,2,3,3,5,1,3,5,3,4,3,4,5,2,3,3,2,2,1,5,1,5,3,4,2,3,4,3,3,4,4,3,5,5,4,3,3,4,3,2,"yes","yes"
3828,45,"Female","Yes Kids","deg","full-time",150000,"",3,0,"Village","United States","Married","Male",1,3,3,3,2,2,1,1,3,3,2,3,2,3,2,5,2,2,1,2,3,5,1,2,3,5,5,4,3,4,1,4,4,5,2,4,5,5,4,3,4,3,4,4,4,2,"yes","no"
3829,45,"Female","Yes Kids","ltuni","part-time",67500,"",8,0,"Village","United States","Married","Male",0,4,4,4,4,4,1,1,5,1,1,2,3,3,1,1,2,1,1,1,3,4,1,1,3,1,1,4,2,4,1,4,4,1,1,3,1,1,4,4,5,3,3,3,4,4,"yes","no"
3830,37.5,"Male","No Kids","phd","full-time",67500,"",5,0,"Large-City","United States","Married","0",0,4,4,3,3,3,1,1,2,2,3,1,2,3,3,3,3,1,2,1,2,4,1,3,3,1,3,3,3,3,2,2,4,1,3,3,4,3,3,3,3,4,4,3,4,3,"yes","no"
3831,55,"Male","Yes Kids","ma","part-time",10000,"",2,0,"Small Town","United States","Married","Male",1,3,3,2,2,3,2,1,2,1,3,3,2,3,2,3,2,1,3,1,2,3,2,3,2,2,3,2,4,4,2,4,4,3,3,5,4,2,4,3,4,3,3,3,2,2,"yes","no"
3832,32.5,"Female","No Kids","ma","part-time",45000,"",1,3,"Village","United States","Married","0",0,2,2,1,2,2,2,3,2,4,3,2,3,3,3,3,2,5,2,4,3,3,2,3,4,3,2,4,3,4,2,4,3,3,4,4,4,2,3,3,3,3,4,3,4,3,"yes","yes"
3833,28,"Female","No Kids","deg","full-time",55000,"",2,0,"Small Town","United States","Single","0",0,3,3,1,1,1,1,1,5,2,1,3,4,3,1,2,3,2,3,1,1,5,1,2,5,4,2,3,2,4,1,2,5,3,2,5,5,5,3,4,4,4,4,4,3,2,"yes","yes"
3834,32.5,"Male","Yes Kids","ma","student",10000,"",13,0,"Village","United States","Married","0",2,5,5,3,2,2,2,4,5,4,5,2,5,5,5,5,3,4,3,5,2,5,3,3,4,3,3,5,4,5,5,1,4,4,4,5,4,4,4,4,4,4,4,4,4,3,"yes","yes"
3835,37.5,"Female","No Kids","phd","full-time",150000,"",2,0,"Village","United States","Single","0",0,4,3,2,2,2,1,2,3,3,5,1,2,4,4,4,5,3,3,2,4,5,3,2,3,4,3,5,2,4,2,2,5,3,4,4,4,3,4,5,5,1,2,2,2,1,"yes","no"
3836,45,"Female","Yes Kids","deg","retired",250000,"",1.5e-19,0,"Small Town","United States","Married","Female",0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,1,1,2,3,2,2,1,3,1,4,2,2,2,3,3,2,4,2,3,4,4,4,4,3,"no","no"
3837,28,"Male","No Kids","deg","student",15000,"",2,0,"Medium-Sized","United States","Single","0",0,3,3,3,1,1,1,1,5,1,2,2,2,2,1,3,5,1,1,1,2,3,1,1,1,1,2,3,2,5,1,1,5,3,2,1,2,1,5,5,5,1,1,1,3,1,"yes","no"
3838,45,"Female","No Kids","ma","full-time",55000,"",10,7,"Small Town","United States","Single","0",0,4,3,3,2,2,1,1,2,2,3,3,1,3,2,2,3,2,3,2,3,3,2,2,4,1,5,3,3,4,1,2,4,3,2,3,3,2,4,3,4,4,4,5,4,3,"yes","no"
3839,67.5,"Male","Yes Kids","phd","full-time",250000,"",12,0,"Small Town","United States","Married","0",2,3,3,3,2,2,1,2,3,3,2,1,2,3,2,2,2,3,3,2,2,3,1,3,1,1,2,3,3,3,1,2,3,2,3,3,4,2,3,2,3,3,3,3,3,3,"no","no"
3840,45,"Male","Yes Kids","ma","full-time",87500,"",2.1e-24,0,"Village","United States","Married","0",2,3,3,2,2,2,3,3,5,4,3,2,4,4,4,4,2,3,1,3,4,4,2,2,3,2,3,4,2,4,4,3,4,3,3,4,2,3,4,3,4,3,4,3,3,2,"yes","yes"
3841,37.5,"Male","No Kids","ma","full-time",87500,"",3,0,"Small Town","United States","Single","0",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,"no","no"
3842,55,"Female","Yes Kids","ma","full-time",25000,"",2,0,"Large Town","United States","Married","0",2,4,4,4,3,3,4,2,3,3,4,2,3,4,4,4,4,2,4,3,3,3,3,4,2,4,2,4,3,3,3,3,4,4,4,4,5,3,4,3,2,3,2,3,4,4,"yes","no"
3843,55,"Female","Yes Kids","deg","unemployed",87500,"",1,11,"Village","United States","Divorced","0",1,3,3,3,2,2,2,2,4,3,3,2,3,4,3,3,4,4,3,2,3,3,3,2,5,3,3,2,4,3,2,3,3,2,3,4,3,2,5,4,4,1,1,1,2,1,"yes","yes"
3844,32.5,"Male","Yes Kids","deg","full-time",87500,"",13,0,"Small Town","United States","Married","0",1,5,5,4,3,3,5,4,5,2,5,1,5,5,1,4,5,4,5,3,5,5,4,3,3,5,4,5,3,5,2,3,5,5,4,4,3,3,4,4,4,4,5,5,5,4,"yes","yes"
3845,21,"Female","No Kids","ltuni","student",10000,"",0,0,"Small Town","United States","Single","0",0,4,2,2,1,1,1,1,3,3,2,4,4,5,2,4,1,2,2,2,3,4,2,1,1,1,2,2,3,3,2,2,4,1,2,4,3,2,3,3,3,4,4,5,5,5,"yes","yes"
3846,45,"Female","No Kids","ma","full-time",55000,"",8,0,"Large Town","United States","Married","0",0,2,1,3,2,2,1,1,5,1,2,1,1,2,1,2,1,1,4,1,1,4,1,1,1,2,2,4,2,4,1,1,4,1,2,3,1,1,4,5,2,3,4,3,3,1,"yes","yes"
3847,55,"Male","Yes Kids","phd","full-time",55000,"",2.1e-24,0,"Large Town","United States","Married","Female",0,3,4,4,3,3,5,3,4,4,4,3,3,4,3,4,5,3,4,3,4,4,2,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,5,4,5,1,1,2,2,1,"yes","yes"
3848,28,"Female","No Kids","ma","student",25000,"",3,0,"Village","United States","Single","0",0,3,4,4,2,2,4,5,5,5,3,3,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,5,5,"yes","yes"
3849,37.5,"Male","No Kids","ltuni","full-time",45000,"",8,6,"Large Town","United States","Single","0",0,3,4,4,4,4,3,4,3,4,5,4,4,4,5,5,3,4,4,4,5,4,4,3,3,3,4,4,3,5,4,4,3,3,4,4,4,3,3,5,4,2,2,2,2,1,"yes","yes"
3850,32.5,"Female","No Kids","ma","full-time",55000,"",1,4,"Village","United States","Single","0",0,4,4,4,3,3,1,2,2,5,3,4,4,4,3,4,1,4,3,4,4,4,2,4,5,3,3,4,3,4,4,4,4,1,2,3,3,3,2,3,2,4,4,4,3,3,"yes","no"
3851,45,"Female","Yes Kids","dip","full-time",55000,"",2.6e-29,0,"Village","United States","Married","0",2,3,3,2,1,1,1,2,2,2,1,2,1,1,5,2,4,4,4,2,3,2,2,1,4,4,5,3,2,4,2,2,1,4,1,3,4,3,4,2,1,4,4,5,5,2,"no","no"
3852,32.5,"Female","No Kids","phd","full-time",55000,"",0,1,"Village","United States","Married","0",0,5,4,4,3,3,2,3,1,5,5,5,5,4,5,5,2,4,2,5,4,5,4,2,1,4,2,2,3,4,5,2,5,4,2,5,5,4,4,4,5,3,3,2,3,4,"yes","yes"
3853,45,"Female","No Kids","ma","part-time",67500,"",1.5e-19,0,"Village","United States","Married","0",0,4,5,5,5,5,2,1,2,1,2,1,4,5,3,3,3,1,2,1,3,4,1,1,4,3,4,5,4,5,3,4,5,1,2,4,3,3,5,5,5,5,5,5,5,5,"yes","yes"
3854,19,"Female","No Kids","ltuni","student",10000,"",2,0,"Large Town","United States","Single","0",0,5,5,5,5,5,1,2,3,4,2,1,5,5,2,5,5,3,5,1,4,5,1,1,3,5,2,5,5,5,5,5,5,3,3,5,4,5,5,5,5,4,5,4,4,4,"yes","yes"
3855,20,"Male","No Kids","ltuni","full-time",35000,"",0,9,"Small Town","United States","Single","0",0,3,3,2,2,2,2,2,2,3,3,4,3,3,1,2,4,3,3,3,3,5,1,4,3,3,2,4,3,4,2,4,2,3,3,4,2,4,3,5,4,4,4,4,4,2,"yes","yes"
3856,37.5,"Female","No Kids","deg","full-time",35000,"",5,4,"Village","United States","Widowed","0",0,3,5,2,2,2,1,3,1,3,4,4,4,4,3,4,4,3,4,4,5,5,3,3,5,3,5,5,2,5,2,5,5,2,3,4,5,3,5,4,5,3,3,3,4,2,"yes","yes"
3857,45,"Male","Yes Kids","dip","full-time",35000,"",12,0,"Village","United States","Married","Female",0,4,4,3,2,2,3,1,4,4,3,4,4,4,2,4,1,1,3,2,4,5,1,2,4,3,2,4,3,5,4,5,5,3,3,3,5,4,4,4,4,4,3,3,4,3,"yes","yes"
3858,55,"Male","Yes Kids","ma","full-time",87500,"",2.1e-24,0,"Village","United States","Single","0",2,3,3,3,2,1,2,2,4,2,2,2,2,3,1,3,1,3,2,2,2,2,2,1,2,1,1,2,2,3,2,2,3,3,3,4,4,3,2,1,2,4,4,4,4,3,"no","no"
3859,21,"Female","No Kids","ltuni","student",25000,"",0,4,"Village","United States","Single","0",0,4,4,4,4,4,4,1,3,3,2,4,3,2,2,4,4,2,4,4,4,4,4,4,4,2,5,2,5,2,2,4,3,4,4,1,4,3,4,4,4,2,3,3,3,3,"yes","yes"
3860,55,"Female","No Kids","deg","full-time",87500,"",2.6e-29,0,"Medium-Sized","United States","Widowed","0",0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,1,1,2,1,1,1,1,5,3,5,1,1,3,2,1,1,1,2,1,3,3,1,5,4,4,5,4,"no","no"
3861,16.5,"Female","No Kids","lthigh","student",10000,"",NA,0,"Small Town","United States","Single","0",0,4,4,4,2,3,2,4,5,5,3,1,4,4,2,4,3,5,4,4,4,4,3,3,5,3,3,3,4,5,3,4,4,3,3,4,5,3,3,4,4,4,4,4,4,3,"yes","yes"
3862,55,"Male","Yes Kids","ma","full-time",55000,"",5,0,"Large Town","United States","Married","Male",1,3,3,4,1,1,1,1,5,1,1,1,2,2,1,1,3,2,2,3,3,2,1,5,2,1,1,3,4,4,1,2,3,4,3,3,4,4,2,2,2,4,4,4,4,3,"no","no"
3863,55,"Male","Yes Kids","deg","full-time",87500,"",1.5e-19,0,"Large Town","United States","Married","Female",0,3,4,4,3,3,4,2,3,3,4,5,4,5,3,4,4,4,3,4,4,3,2,4,3,4,4,3,4,4,3,4,4,3,3,4,3,2,4,3,4,2,2,3,4,1,"yes","yes"
3864,45,"Female","No Kids","ma","full-time",NA,"",12,0,"Large Town","United States","Married","0",0,3,2,2,1,5,1,1,5,4,2,1,1,3,1,4,1,3,4,1,1,4,1,1,1,2,2,3,4,2,3,5,3,3,3,4,3,3,4,4,3,4,4,4,3,4,"no","no"
3865,55,"Female","No Kids","ma","full-time",55000,"",2.1e-24,0,"Village","United States","Married","0",0,3,3,2,2,2,2,2,2,3,4,5,4,3,3,3,2,3,3,2,3,3,2,3,2,4,2,3,2,3,2,3,3,3,2,3,3,2,4,3,3,4,4,4,4,4,"yes","yes"
3866,37.5,"Female","No Kids","phd","part-time",87500,"",5,3,"Medium-Sized","United States","Married","0",0,1,3,1,1,1,2,1,5,3,2,1,2,2,1,2,3,3,2,2,2,1,1,2,3,3,1,3,3,2,1,3,3,4,2,3,5,1,3,2,5,3,5,4,5,3,"yes","no"
3867,37.5,"Male","No Kids","ma","full-time",150000,"",10,0,"Village","United States","Married","0",0,3,2,4,2,2,1,1,1,1,2,3,1,4,2,2,4,3,2,1,1,2,2,3,1,2,5,5,3,4,1,1,3,1,3,2,5,3,4,5,5,4,4,4,3,2,"yes","yes"
3868,19,"Female","No Kids","ltuni","student",10000,"",0,0,"Small Town","United States","","0",0,3,3,4,2,2,1,1,2,3,2,1,3,3,1,4,4,3,4,1,2,4,1,3,4,4,3,5,4,4,4,4,4,1,3,3,4,3,4,5,3,2,4,3,2,5,"yes","no"
3869,22,"Female","No Kids","dip","full-time",15000,"",0,3,"Village","United States","Single","0",0,3,1,1,1,1,1,1,2,2,2,1,1,3,2,2,3,3,3,1,1,4,4,4,4,3,3,3,2,4,2,2,5,3,3,4,4,4,3,3,3,4,5,5,5,3,"yes","no"
3870,37.5,"Female","No Kids","deg","full-time",87500,"",10,0,"Village","United States","Married","0",0,3,2,4,1,1,1,3,4,3,1,3,3,2,1,1,2,3,2,3,1,2,1,4,5,3,3,1,4,2,1,5,1,2,3,3,4,4,3,2,3,3,3,3,4,3,"yes","yes"
3871,45,"Male","Yes Kids","ltuni","full-time",150000,"",8,0,"Large Town","United States","Married","Female",2,1,3,3,1,1,1,1,3,2,1,1,2,3,2,2,3,1,2,1,2,3,1,2,2,4,1,4,1,4,3,4,3,2,4,3,3,2,3,4,4,3,5,3,4,3,"yes","no"
3872,55,"Female","Yes Kids","ma","part-time",87500,"",NA,0,"Village","United States","Divorced","Male",0,2,2,2,2,3,2,3,3,3,2,1,1,3,1,2,3,3,4,3,3,3,2,1,5,3,1,3,3,3,3,4,3,4,4,3,1,2,4,3,3,4,4,4,4,2,"no","no"
3873,67.5,"Female","No Kids","ltuni","",10000,"",0,0,"Village","United States","Divorced","0",0,5,5,5,5,5,4,1,2,3,5,5,3,5,3,5,2,3,4,2,5,5,5,3,5,5,3,5,5,5,2,1,5,5,5,1,5,4,5,5,5,1,1,1,1,1,"yes","no"
3874,28,"Male","No Kids","ma","student",25000,"",4,0,"Village","United States","Single","0",0,2,3,4,2,2,1,1,3,3,3,1,2,3,3,4,3,3,2,2,2,4,3,4,4,4,2,3,3,4,2,3,4,3,2,4,5,3,4,3,3,4,4,4,4,4,"yes","no"
3875,55,"Male","Yes Kids","ltuni","retired",150000,"",0,0,"Rural/Country","United States","Married","Male",1,3,3,2,2,2,1,1,2,2,1,3,1,2,1,1,2,1,2,1,2,2,1,1,2,3,2,3,2,3,1,4,3,1,2,2,4,3,2,3,2,4,2,2,4,1,"no","no"
3876,55,"Female","No Kids","ma","full-time",NA,"",7,6,"Rural/Country","United States","Married","0",0,3,4,4,2,2,1,2,3,4,3,4,4,4,2,4,4,4,3,4,2,3,2,2,4,2,1,3,4,4,4,4,3,1,1,4,4,2,3,2,2,4,3,5,5,4,"yes","no"
3877,28,"Male","No Kids","deg","full-time",55000,"",3,0,"Small Town","United States","Single","0",0,5,4,5,4,4,3,4,5,4,3,4,4,4,3,3,5,3,3,4,5,4,5,4,5,5,2,5,4,4,5,1,4,4,5,4,5,5,4,3,4,3,5,4,4,4,"yes","yes"
3878,45,"Female","Yes Kids","phd","full-time",67500,"",5,2,"Large Town","United States","Married","Male",0,3,1,1,1,1,1,1,2,3,2,3,1,1,2,3,3,2,3,1,2,2,1,1,1,2,1,3,1,4,1,3,4,3,1,1,4,3,3,3,2,4,3,3,3,3,"no","no"
3879,55,"Male","Yes Kids","deg","retired",67500,"",0,0,"Small Town","United States","Married","Male",1,2,2,1,1,1,1,1,5,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,3,1,2,2,1,3,2,5,2,2,2,1,3,4,4,4,5,"yes","no"
3880,67.5,"Male","No Kids","ltuni","full-time",35000,"",0,5,"Village","United States","Single","0",0,2,3,4,3,2,2,2,5,2,2,4,2,3,2,2,2,2,2,2,4,3,2,2,2,2,3,3,4,2,2,2,2,2,2,3,3,2,3,4,4,1,2,3,1,2,"no","no"
3881,32.5,"Male","No Kids","ltuni","part-time",25000,"",2,8,"Village","United States","Married","0",0,3,3,2,1,1,1,2,1,3,1,1,1,3,1,1,4,3,4,3,1,3,2,2,5,3,2,2,2,3,1,3,5,1,2,2,3,2,3,1,1,3,4,3,2,3,"no","no"
3882,28,"Female","No Kids","phd","student",25000,"",3,0,"Medium-Sized","United States","Single","0",0,1,1,3,1,1,1,2,4,3,3,1,1,3,1,1,3,3,5,2,3,3,1,3,3,5,3,1,3,2,1,2,1,1,3,3,5,3,3,1,3,4,4,5,5,3,"yes","yes"
3883,37.5,"Female","Yes Kids","ma","full-time",250000,"",0,4,"Village","United States","Married","0",2,4,4,4,4,4,4,2,1,4,4,4,4,3,4,4,3,3,3,5,5,4,4,2,3,4,2,4,3,4,4,5,4,4,5,4,2,4,4,4,3,2,2,2,2,1,"yes","yes"
3884,55,"Male","Yes Kids","phd","full-time",150000,"",1.5e-19,0,"Large Town","United States","Married","Male",1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,2,2,3,3,1,4,3,2,2,2,2,1,2,2,3,1,1,2,3,2,2,4,3,4,3,3,3,4,5,4,1,"yes","no"
3885,45,"Male","Yes Kids","ma","full-time",250000,"",5,0,"Small Town","United States","Married","Male",1,4,3,3,2,2,3,3,4,4,3,2,2,3,2,3,3,3,4,3,3,3,3,4,4,3,3,3,3,4,3,3,4,3,3,3,5,3,4,3,3,2,3,3,4,3,"yes","no"
3886,45,"Male","No Kids","ltuni","full-time",45000,"",12,0,"Village","United States","Married","0",0,3,4,4,3,3,2,1,2,2,3,5,3,3,2,4,2,2,2,2,5,4,4,2,1,4,2,4,3,4,3,3,4,3,3,3,4,4,4,5,3,3,4,4,3,1,"yes","yes"
3887,45,"Female","Yes Kids","ma","full-time",67500,"",4,0,"Small Town","United States","Divorced","Male",0,1,5,5,2,5,5,5,5,5,5,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,5,5,3,5,5,5,5,5,5,3,5,3,3,3,3,3,"yes","no"
3888,23,"Female","No Kids","deg","full-time",45000,"",1,3,"Village","United States","Single","0",0,4,3,3,3,3,2,2,4,3,2,1,3,2,2,3,3,2,2,2,4,3,2,2,3,3,3,3,3,4,3,2,3,3,3,4,4,4,4,4,4,3,2,3,3,2,"yes","yes"
3889,28,"Female","No Kids","ma","student",35000,"",2,0,"Large Town","United States","Single","0",0,4,5,5,4,4,2,3,5,5,5,3,5,3,4,5,4,5,4,5,5,5,3,4,5,5,5,5,4,5,3,4,4,4,4,5,5,5,5,4,5,3,4,2,4,3,"yes","yes"
