"Age","Gender","Kids","Education","EducationAlt","WrkStatus","Income","Occupation","OccupatnAlt","YearsInPos","MnthsInPos","CommSize","Country","MaritalStat","Sons","Daughters","SelfProcrast","OthrProcrast","HDICategory","DPMean","AIPMean","GPMean","SWLSMean","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5"
32.5,"Female","No","deg","Degree","Part-Time",25000,"temporary office","*AMBIGUOUS*","0",1,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",3.2,3.6,3.8,2.2,4,4,4,4,4,2,2,5,4,3,1,4,5,3,4,5,4,4,4,4,4,2,2,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2
32.5,"Female","No","ma","Masters","*Missing*",NA,"please specify","*MISSING*","0",0,"Large-City","United States","Married",0,0,"Yes","Yes","Very High",3.2,2.8,3.65,4.2,4,5,4,3,3,1,2,4,3,3,2,3,3,2,3,3,4,3,3,4,4,2,2,3,5,5,4,4,4,3,4,4,2,4,3,3,4,4,5,3,5,5,4,4,3
37.5,"Female","No","phd","PhD","Part-Time",NA,"Student and Private Curator","STUDENT AND PRIVATE CURATOR","3",8,"Large-City","United States","Married",0,0,"Yes","Yes","Very High",1.8,2.47,2.9,2.2,3,3,2,1,2,2,2,1,4,3,1,3,4,1,3,3,3,2,3,3,3,2,1,4,3,2,3,4,3,3,4,2,3,3,4,2,3,3,3,3,2,2,2,2,2
32.5,"Female","Yes","deg","Degree","Full-Time",10000,"houswife","HOME MAKER","2",0,"Large Town","United States","Married",0,1,"Yes","Yes","Very High",4,2,3.35,4.2,4,5,5,5,5,1,1,1,1,3,2,1,2,2,3,2,2,2,2,3,4,1,2,4,4,4,4,4,5,2,3,3,1,3,4,4,4,4,4,4,4,4,4,5,3
28,"Female","No","phd","PhD","Student",25000,"Graduate Assistant","GRADUATE ASSISTANT","3",9,"Small City","United States","Single",0,0,"Yes","Yes","Very High",3.6,3.2,3.35,3.6,5,3,5,5,5,1,2,5,4,3,2,5,3,2,4,2,4,2,4,4,5,2,2,4,4,3,4,5,1,3,2,5,2,3,4,3,3,4,4,4,3,3,4,4,4
45,"Male","Yes","ma","Masters","Full-Time",67500,"Programmer Analyst","IT SOFTWARE ENGINEER","23",0,"Medium-Sized","United States","Married",NA,1,"No","No","Very High",2,2.07,2.25,2.4,2,3,2,2,2,1,1,3,3,2,2,2,3,2,2,3,2,2,1,3,3,1,2,3,1,2,2,3,3,2,2,2,1,3,3,1,1,4,3,4,2,2,2,2,2
55,"Female","No","deg","Degree","Full-Time",45000,"Town Clerk","TOWN CLERK","23",0,"Rural/Country","United States","Single",0,0,"No","No","Very High",1.8,2.27,2.65,3.2,3,3,2,1,1,1,1,2,4,4,1,1,3,1,4,2,3,4,2,2,3,1,2,4,3,2,2,2,3,2,2,3,2,4,3,4,3,3,3,4,3,3,3,3,3
45,"Male","Yes","phd","PhD","Full-Time",150000,"Attorney","ATTORNEY","23",0,"Small City","United States","Married",3,0,"Yes","No","Very High",2,2.27,2.35,3.6,2,3,3,2,2,1,2,1,3,3,2,2,3,3,3,2,2,2,3,3,3,1,2,1,1,2,2,2,3,1,1,3,2,3,3,4,3,4,3,3,3,4,4,4,3
32.5,"Male","No","ma","Masters","Full-Time",150000,"Consulting Manager","CONSULTING MANAGER","2",0,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",2.2,3.53,3.7,3.4,3,3,2,3,3,2,3,5,3,3,2,5,4,4,4,3,5,3,4,3,4,3,5,3,3,3,3,3,4,5,4,5,3,3,4,4,3,5,4,4,3,4,3,3,1
45,"Female","No","deg","Degree","Full-Time",45000,"Investigative Specialist","INVESTIGATIVE SPECIALIST","5",5,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",3,3.47,3.1,4.4,5,2,5,3,3,4,3,5,5,2,3,3,2,4,4,3,5,1,5,5,5,1,3,2,3,1,1,3,4,2,5,3,2,3,3,4,5,4,3,4,4,4,5,5,3
45,"Female","Yes","ma","Masters","Full-Time",67500,"writer / lecturer / consultant","WRITER / LECTURER / CONSULTANT","3",0,"Large-City","United States","Divorced",NA,1,"No","No","Very High",1.4,2.6,2.25,4.4,2,2,1,1,1,4,3,2,4,3,1,3,3,3,3,1,4,1,3,2,3,1,1,3,1,1,2,2,3,3,2,3,3,2,3,4,2,2,2,3,5,4,5,5,4
55,"Male","Yes","phd","PhD","Full-Time",250000,"md","*AMBIGUOUS*","30",0,"Large-City","United States","Married",NA,1,"No","No","Very High",1.2,1.8,2,3.6,2,1,1,1,1,1,2,3,3,1,1,1,2,2,2,2,2,2,2,2,1,1,3,3,5,4,1,2,1,1,1,2,2,2,2,2,2,1,2,2,3,4,4,5,2
67.5,"Male","No","phd","PhD","Full-Time",87500,"Asst. Prof.","PROFESSOR","17",0,"Medium-Sized","United States","Married",0,0,"No","No","Very High",1.2,1.93,1.55,2.8,2,2,1,1,1,1,1,2,3,2,2,1,2,5,3,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3
55,"Female","No","deg","Degree","Full-Time",150000,"EHS Manager","ENVIRONMENTAL - EHS MANAGER","6",6,"Medium-Sized","United States","Married",0,0,"Yes","No","Very High",1.6,2.13,2.65,3,2,2,2,2,1,1,2,3,3,3,1,1,3,2,3,3,2,2,2,1,2,3,2,5,1,2,1,2,4,1,4,5,1,2,3,5,3,3,3,3,3,3,3,3,2
32.5,"Female","No","phd","PhD","Student",15000,"0","*MISSING*","4",0,"Medium-Sized","United States","Single",0,0,"No","No","Very High",0.8,1.4,1.5,2.6,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,2,1,2,1,1,3,3,3,3,3
28,"Male","Yes","ma","Masters","Full-Time",67500,"engineer","ENGINEER","3",0,"Large-City","United States","Married",0,1,"Yes","Yes","Very High",2.6,3.33,2.8,4,3,4,3,2,2,1,4,5,3,3,1,4,4,2,2,5,5,4,5,2,3,1,4,1,2,4,3,4,4,2,4,3,1,3,4,4,2,3,2,3,4,4,5,4,5
45,"Male","Yes","ma","Masters","Full-Time",150000,"Program Manager","PROGRAM MANAGER","2",0,"Medium-Sized","United States","Married",NA,1,"Yes","No","Very High",3,2.73,3.2,4,4,4,3,3,3,1,1,4,2,4,4,2,5,2,4,3,1,4,1,1,4,1,3,1,4,3,5,2,4,1,2,5,4,4,5,4,3,5,3,4,4,4,4,4,2
24,"Male","No","dip","Diploma","Full-Time",55000,"Analyst","ANALYST","1",1,"Medium-Sized","United States","Single",0,0,"Yes","No","Very High",2.8,2.27,3.2,3.8,4,3,3,4,4,1,1,4,2,2,1,2,3,3,3,5,1,1,1,2,4,3,4,2,4,2,4,4,4,1,1,4,3,4,3,4,4,3,4,4,4,4,3,4,3
28,"Male","No","phd","PhD","Full-Time",35000,"0","*MISSING*","0",2,"Large-City","United States","Single",0,0,"Yes","No","Very High",2,2.67,3.05,3.2,3,3,2,2,2,1,1,4,4,4,2,3,4,2,2,2,2,3,4,4,4,2,3,4,2,2,3,1,3,4,2,4,2,2,3,5,5,4,2,3,3,3,3,4,4
37.5,"Male","No","phd","PhD","Full-Time",250000,"Attorney","ATTORNEY","10",0,"Large-City","United States","*Missing*",0,0,"Yes","Yes","Very High",2.2,2.87,3,3,3,3,3,2,2,2,3,4,3,2,2,3,3,3,4,2,3,4,3,4,3,2,2,3,2,3,3,4,4,2,3,4,2,3,4,3,3,3,3,3,2,3,4,3,2
23,"Female","No","ma","Masters","Student",15000,"Ornithology Graduate Student and Teachin","STUDENT","0",8,"Medium-Sized","United States","Single",0,0,"Yes","No","Very High",2,2.07,2.75,4.2,3,2,3,2,2,1,1,3,2,2,1,2,2,2,3,3,2,3,2,3,4,2,2,2,3,2,3,4,3,2,2,4,2,2,3,3,3,3,3,2,5,4,5,5,5
19,"Female","No","ltuni","Left University","Student",NA,"0","*MISSING*","0",0,"Rural/Country","United States","Single",0,0,"Yes","Yes","Very High",2.6,3.33,3.45,3.2,4,3,4,2,2,2,2,3,4,4,3,5,4,5,5,2,4,2,3,1,4,2,3,4,3,5,4,4,4,4,4,5,2,3,3,2,3,4,5,3,3,4,3,3,2
55,"Male","No","ma","Masters","Retired",10000,"0","*MISSING*","1",0,"Large-City","United States","Single",0,0,"Yes","No","Very High",2,2.27,2.6,2.2,2,4,2,2,2,1,1,3,2,5,4,2,2,2,5,1,1,2,1,3,5,1,2,2,1,2,5,3,5,1,2,5,1,1,2,3,2,4,2,3,2,2,2,2,2
45,"Male","No","phd","PhD","Student",10000,"Research/Teaching Assistant","RESEARCH/TEACHING ASSISTANT","6",0,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",3.6,3.87,4.05,2.4,4,5,5,4,4,1,3,4,5,5,5,5,4,5,5,2,4,1,5,5,5,3,5,5,4,4,5,4,4,5,5,1,1,1,5,5,5,5,4,4,2,2,2,2,1
45,"Female","No","ma","Masters","Full-Time",87500,"Marketing","MARKETING","4",2,"Medium-Sized","United States","Divorced",0,0,"Yes","Yes","Very High",1.6,2.6,2.95,4,2,2,2,2,2,1,2,2,3,3,2,4,4,2,3,4,3,1,3,3,3,2,3,5,1,2,2,2,4,4,3,3,1,2,3,5,5,5,1,4,3,5,4,4,3
23,"Male","No","ltuni","Left University","Full-Time",45000,"Dealer","*AMBIGUOUS*","1",10,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",2.8,2.87,3.1,3,5,3,2,4,4,1,1,5,4,2,2,4,4,3,4,4,2,2,1,4,4,4,3,3,2,2,4,4,4,2,4,4,1,2,4,2,2,3,4,4,4,4,1,2,3
37.5,"Female","Yes","deg","Degree","Full-Time",67500,"RN","NURSE - RN","13",11,"Medium-Sized","United States","Married",3,1,"Yes","Yes","Very High",4.2,4.73,5,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,4,2
45,"Female","Yes","deg","Degree","Part-Time",10000,"Artist","ARTIST","7",0,"Medium-Sized","United States","Married",NA,2,"Yes","No","Very High",3.4,2.33,3.05,3.4,4,4,4,3,3,1,1,3,3,2,2,3,3,2,3,2,2,3,2,3,4,3,2,4,2,3,3,4,3,2,3,3,3,3,3,3,2,4,4,3,3,4,3,4,2
55,"Male","No","deg","Degree","Full-Time",150000,"engineer","ENGINEER","5",0,"Medium-Sized","United States","Single",0,0,"Yes","No","Very High",2.6,2.2,2.95,2.4,3,3,4,3,3,1,1,2,2,3,2,3,3,3,2,3,1,3,1,4,4,2,2,1,4,4,3,3,3,1,2,4,2,3,3,4,3,3,4,3,2,2,2,3,2
37.5,"Female","No","deg","Degree","Full-Time",67500,"Editor","EDITOR","1",3,"Small Town","United States","Single",0,0,"Yes","Yes","Very High",2.4,2.87,3.05,2.8,4,4,3,1,1,1,3,4,4,4,2,3,2,2,4,2,4,3,4,2,5,2,3,5,3,2,4,4,4,3,5,4,1,2,3,2,1,1,5,5,3,1,3,2,1
45,"Male","No","dip","Diploma","Part-Time",67500,"consultant","CONSULTANT","6",6,"Small City","United States","Single",0,0,"No","No","Very High",1.8,2.07,2.3,3,2,2,3,2,2,1,1,2,3,2,3,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,3,2,4,2,2,2,3,3,3,2,4,3
32.5,"Male","Yes","ma","Masters","Full-Time",45000,"0","*MISSING*","0",1,"Medium-Sized","United States","Married",NA,0,"No","No","Very High",2,2.07,2.6,3.6,3,2,4,1,1,1,1,2,2,2,3,1,3,1,2,5,2,3,2,2,3,2,2,2,3,2,2,2,3,2,4,3,2,2,3,4,4,3,2,3,4,4,4,3,4
45,"Female","Yes","ma","Masters","Part-Time",55000,"teacher","TEACHER","2",0,"Small City","United States","Married",NA,0,"Yes","Yes","Very High",3.2,3.33,3.95,3.2,4,5,4,3,3,3,3,4,3,4,1,4,5,4,4,2,4,4,2,4,5,2,4,2,5,2,5,3,5,3,4,5,3,5,4,5,4,5,4,4,3,4,2,3,3
32.5,"Female","No","ma","Masters","Student",15000,"0","*MISSING*","0",0,"Small City","United States","Single",0,0,"Yes","Yes","Very High",2.8,3.53,3.65,3.8,4,3,4,3,3,1,3,4,4,3,5,5,4,3,5,3,4,2,4,5,5,2,3,5,2,2,3,3,4,4,1,4,2,3,5,5,5,5,5,5,3,4,4,3,2
32.5,"Female","No","ma","Masters","Full-Time",55000,"Marketing","MARKETING","1",1,"Medium-Sized","United States","Single",0,0,"Yes","No","Very High",2,2.8,2.85,3.6,3,2,3,2,2,2,2,5,3,2,3,2,3,2,2,3,4,4,3,4,3,1,2,5,4,2,3,2,2,2,2,3,4,2,3,3,3,3,4,3,3,3,4,5,4
55,"Male","Yes","phd","PhD","Full-Time",250000,"Attorney","ATTORNEY","28",0,"Large-City","United States","Married",5,5,"Yes","Yes","Very High",4,3.87,3.85,3.2,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,3,4,1,3,3,4,4,4,4,4,4,3,4,4,5,4,5,5,4,3,3,3,3,2
20,"Female","No","ltuni","Left University","Part-Time",10000,"Mentor/Special Events intern","MENTOR/SPECIAL EVENTS INTERN","0",7,"Large Town","United States","Single",0,0,"No","No","Very High",1.8,1.87,1.95,3.6,3,1,4,1,1,2,1,3,3,2,1,2,2,1,1,3,2,3,1,1,1,1,2,2,2,1,1,3,1,4,5,1,2,3,1,2,2,2,2,2,3,3,5,5,3
24,"Male","Yes","ltuni","Left University","Part-Time",15000,"IT Technician","IT - SUPPORT ENGINEER","3",0,"Small Town","United States","Married",0,1,"Yes","Yes","Very High",4.2,4,3.9,2.2,5,5,5,5,5,3,2,4,5,5,3,5,5,5,5,3,4,3,3,5,5,3,2,4,2,2,5,5,5,3,1,5,3,3,5,5,5,5,5,5,1,1,3,1,2
55,"Female","Yes","deg","Degree","Full-Time",55000,"Real Estate Appraiser","REAL ESTATE APPRAISER","14",0,"Medium-Sized","United States","Divorced",NA,1,"Yes","Yes","Very High",2.6,3.87,3.9,2,4,3,2,3,3,4,4,5,5,4,3,5,3,4,5,3,3,3,4,5,5,3,3,5,4,3,4,3,4,4,1,5,3,4,4,5,4,4,5,1,2,2,2,3,1
32.5,"Male","No","ma","Masters","Full-Time",150000,"Software Developer","IT SOFTWARE ENGINEER","1",0,"Small Town","United States","Married",0,0,"Yes","Yes","Very High",2.2,3.87,2.75,2.8,4,5,1,1,1,5,3,3,5,5,5,5,5,5,5,3,4,1,3,5,1,1,1,5,2,2,4,1,4,3,2,5,1,1,3,2,2,5,5,5,1,2,3,3,1
24,"Female","No","ltuni","Left University","Student",15000,"Server","RESTAURANT - FOOD SERVER","0",8,"Medium-Sized","United States","Single",0,0,"Yes","Yes","Very High",3,4.2,4.3,3.4,3,4,4,4,4,3,3,5,4,5,5,5,5,4,4,4,4,4,4,5,5,3,3,5,5,4,5,4,4,4,3,4,4,3,5,5,5,5,5,4,3,3,3,4,2
24,"Male","No","ltuni","Left University","Student",10000,"0","*MISSING*","4",0,"Small City","United States","Single",0,0,"Yes","Yes","Very High",4,4.47,4.7,1.8,5,5,5,5,5,5,1,5,3,5,5,5,5,5,5,5,3,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,1,1,1,1
32.5,"Male","No","phd","PhD","Part-Time",35000,"Attorney - self employed for 2 years – f","ATTORNEY - SELF EMPLOYED FOR 2 YEARS � F","2",0,"Medium-Sized","United States","Married",0,0,"Yes","*Missing*","Very High",3.6,4.07,4,3,5,4,4,5,5,4,2,5,3,5,5,5,5,4,5,4,2,5,2,5,4,3,3,3,3,3,5,5,5,3,4,5,4,3,4,5,5,3,5,4,2,3,2,4,1
45,"Male","Yes","phd","PhD","Full-Time",NA,"0","*MISSING*","3",0,"*Missing*","United States","Married",0,2,"Yes","Yes","Very High",2.8,3.8,3.35,4.4,3,3,3,3,2,1,3,2,4,4,4,4,5,5,5,4,5,5,4,4,4,1,3,3,3,3,4,2,5,5,4,5,1,2,4,5,5,2,2,2,5,5,5,5,5
20,"Female","No","ltuni","Left University","Student",10000,"Server","RESTAURANT - FOOD SERVER","1",0,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",3.4,3.27,2.95,3.8,3,5,5,4,4,1,2,4,5,3,1,5,5,2,4,3,3,2,5,1,4,3,2,1,2,2,3,3,4,4,5,4,1,3,4,4,3,2,4,2,4,5,4,4,4
20,"Female","No","ltuni","Left University","Student",10000,"Tour Guide","TOUR GUIDE","0",2,"Large-City","United States","Single",0,0,"No","No","Very High",1.6,2.33,2.2,3.6,3,3,1,1,1,1,2,1,3,3,3,2,4,1,2,3,2,4,3,2,2,1,3,1,3,2,2,2,3,1,2,4,1,1,3,4,2,2,3,2,4,4,4,4,2
45,"Female","No","deg","Degree","Full-Time",67500,"manager","MANAGER","2",0,"Medium-Sized","United States","Single",0,0,"No","No","Very High",2,1.6,2.3,3.4,3,3,2,2,2,1,1,2,1,2,1,1,2,1,2,3,1,3,1,2,3,2,2,2,2,3,3,2,4,1,2,2,2,2,2,2,3,3,2,2,4,4,4,3,2
55,"Female","Yes","ma","Masters","Retired",35000,"0","*MISSING*","0",0,"Rural/Country","United States","Widowed",NA,0,"Yes","Yes","Very High",1.6,1.53,1.95,3.6,3,2,2,1,1,1,1,1,2,2,3,2,1,1,1,3,1,2,1,2,2,1,1,2,2,2,3,3,2,5,1,1,1,2,1,2,2,2,2,2,4,4,4,4,3
32.5,"Female","No","ma","Masters","Student",15000,"Graduate student--research and teaching","STUDENT","1",6,"Large-City","United States","Single",0,0,"Yes","No","Very High",1.8,2.13,2.45,4,2,2,3,2,2,1,1,3,3,2,1,3,3,2,3,1,3,2,2,2,3,1,2,3,2,2,3,2,4,3,2,3,1,1,3,4,2,3,3,4,3,4,4,5,4
45,"Male","No","ma","Masters","Full-Time",45000,"writer","WRITER","12",0,"Small City","United States","Married",0,0,"Yes","Yes","Very High",1.6,2.53,3.45,2.4,2,1,4,1,1,1,1,1,2,3,3,4,4,3,5,5,2,2,1,5,5,2,2,2,5,3,3,1,5,3,2,5,2,5,3,5,5,2,4,1,3,3,3,2,4
20,"Female","No","ltuni","Left University","Full-Time",10000,"Server","RESTAURANT - FOOD SERVER","0",6,"Medium-Sized","United States","Divorced",0,0,"Yes","Yes","Very High",3.2,4.73,4.6,2.2,4,5,3,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,3,4,5,5,3,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,1,3,1,1
37.5,"Female","No","ma","Masters","Full-Time",NA,"Technical Trainer","TECHNICAL TRAINER","2",5,"Large-City","United States","Married",0,0,"Yes","No","Very High",1.6,3,3.15,2.8,2,3,2,1,1,1,3,3,5,3,2,4,3,3,3,2,5,2,5,3,4,2,2,5,3,3,4,3,3,3,4,3,3,2,4,3,3,3,3,4,3,1,3,3,1
45,"Male","Yes","phd","PhD","Full-Time",67500,"college professor","PROFESSOR","1",0,"Large-City","United States","Married",NA,1,"Yes","Yes","Very High",2.4,3.27,3.55,2.4,3,3,3,2,2,3,2,5,3,3,3,4,4,4,4,3,3,4,2,5,4,2,2,5,1,2,5,3,5,3,3,4,5,4,4,2,3,4,5,4,2,2,2,2,1
67.5,"Male","No","phd","PhD","Full-Time",150000,"college professor","PROFESSOR","12",0,"Large-City","United States","Married",0,0,"Yes","Yes","Very High",3.6,4.33,4.3,2.8,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,3,3,3,4,5,5,4,3,4,2,3,3,5,5,5,5,5,5,4,5,5,5,5,3,5,2,2,2,3,2
55,"Male","No","ltuni","Left University","Full-Time",67500,"0","*MISSING*","3",0,"Medium-Sized","United States","Divorced",0,0,"Yes","Yes","Very High",2.8,3.93,3.65,2.8,4,3,4,3,3,4,3,2,4,5,4,5,4,5,5,5,3,5,2,4,4,3,4,3,1,1,3,4,4,2,2,4,5,5,4,5,5,5,5,4,2,3,3,2,2
20,"Female","No","ltuni","Left University","Student",10000,"please specify","*MISSING*",NA,0,"Large-City","United States","Single",0,0,"No","No","Very High",1,1,1.25,3.4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,1,4,4,4,4,5
32.5,"Male","No","deg","Degree","Student",10000,"catholic priest/ full timestudent","PRIEST","3",3,"Rural/Country","United States","Single",0,0,"No","No","Very High",1,1.27,1.45,2.6,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,4,2,1,1,1,1,4,2,1,1,4,2,1,5,1
37.5,"Male","No","ma","Masters","Full-Time",67500,"Geophysicist","GEOPHYSICIST","12",0,"Large-City","United States","Married",0,0,"Yes","Yes","Very High",3.4,3.73,3.25,3.4,4,5,4,4,4,1,2,4,5,5,5,5,3,4,5,4,3,2,4,4,4,2,2,4,3,2,4,2,5,4,2,4,2,3,3,4,2,5,4,4,3,3,3,4,3
28,"Female","No","dip","Diploma","Full-Time",55000,"Research Associate","RESEARCH ASSOCIATE","0",3,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",1.2,2.33,2.4,2.2,3,1,1,1,1,1,2,3,3,3,2,2,1,3,4,1,3,2,4,5,3,3,3,2,1,2,1,1,3,3,4,4,1,1,3,3,3,1,1,1,4,2,1,3,1
45,"Male","Yes","phd","PhD","Full-Time",87500,"teacher","TEACHER","1",0,"Small City","United States","Married",0,1,"Yes","No","Very High",3.2,3.07,2.55,3,5,4,3,3,3,3,1,4,1,4,4,4,5,4,5,5,1,1,1,3,5,1,1,1,1,1,4,3,5,1,1,5,2,2,4,1,1,4,5,4,3,3,3,2,2
45,"Female","Yes","ma","Masters","Full-Time",55000,"ISTraining Coordinator","IT - TRAINING COORDINATOR","4",11,"Small City","United States","Married",0,1,"Yes","Yes","Very High",3.2,3.93,4.15,4,3,4,4,4,4,5,3,3,4,4,3,5,4,3,4,4,5,4,4,5,5,3,4,5,3,2,4,4,4,5,4,4,5,5,5,4,4,4,4,5,3,4,4,4,4
28,"Female","No","phd","PhD","Student",87500,"teacher","TEACHER","3",0,"Large Town","United States","Married",0,0,"Yes","No","Very High",3,2.2,3.65,4,4,5,4,2,2,2,1,2,3,2,1,2,2,2,3,4,2,4,1,4,4,3,3,5,5,4,4,5,2,2,4,4,4,3,3,3,2,5,4,4,3,5,4,4,4
37.5,"Female","No","ma","Masters","Unemployed",10000,"set lighting technician","SET LIGHTING TECHNICIAN","2",8,"Large-City","United States","*Missing*",0,0,"Yes","Yes","Very High",4,3.8,4.35,2.8,5,5,5,5,5,3,2,3,5,5,3,5,5,4,5,3,3,3,3,5,5,3,4,5,4,4,5,5,5,5,5,5,3,3,4,4,4,4,5,4,1,3,3,3,1
55,"Female","No","ma","Masters","Full-Time",87500,"senior project manager","PROJECT MANAGER","28",0,"Large-City","United States","Married",0,0,"Yes","Yes","Very High",2.6,3.2,3.65,3.4,3,4,3,3,3,1,2,2,5,5,5,5,3,4,4,1,3,1,4,4,4,1,3,2,3,5,5,3,3,5,5,5,1,3,3,4,4,5,5,5,3,3,3,3,1
19,"Female","No","ltuni","Left University","Student",10000,"please specify","*MISSING*",NA,0,"Small City","United States","Single",0,0,"Yes","No","Very High",1.6,1.93,2.35,3.6,2,2,3,1,1,1,1,3,2,1,1,3,3,1,2,3,2,3,2,1,3,1,2,1,1,1,1,4,3,2,2,3,1,3,4,5,3,3,3,3,4,3,4,4,5
55,"Male","Yes","phd","PhD","Full-Time",250000,"Doctor; Physician","PHYSICIAN","28",0,"Large Town","United States","Married",NA,0,"Yes","Yes","Very High",3.4,3.73,3.75,3.8,4,4,5,4,4,3,3,4,4,4,3,4,3,5,5,4,3,3,4,3,4,2,2,4,4,3,4,5,4,3,3,4,5,4,4,5,4,4,4,5,3,3,4,4,3
32.5,"Female","No","dip","Diploma","Part-Time",10000,"Graphic Designer","GRAPHIC DESIGNER","4",0,"Large-City","United States","Single",0,0,"Yes","Yes","Very High",2.2,2.6,3,3,3,3,3,2,2,2,2,5,3,3,2,2,3,2,3,3,2,3,2,2,3,2,3,4,2,2,3,4,4,3,3,4,2,3,3,4,2,4,3,4,2,3,3,3,2
45,"Female","Yes","ma","Masters","Full-Time",45000,"Customer Service","CUSTOMER SERVICE","7",2,"Small City","United States","Divorced",0,1,"No","No","Very High",1.6,1.8,1.7,2.6,3,1,2,1,1,1,1,2,3,2,2,2,2,3,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,4,3,2,2,2,1,1,2,2,1,3,4,3,2,1
45,"Male","No","ma","Masters","Full-Time",55000,"enologist","ENOLOGIST","2",0,"Small City","United States","Single",0,0,"Yes","Yes","Very High",2.4,3.4,3.65,2.4,3,3,3,3,3,2,3,4,4,3,3,5,4,3,4,2,4,3,4,4,4,3,4,4,3,3,3,4,4,4,3,4,3,4,4,4,3,4,4,4,2,3,2,1,3
55,"Male","No","deg","Degree","Full-Time",67500,"Editor","EDITOR","17",0,"Large-City","United States","Married",0,0,"Yes","Yes","Very High",2.8,3.47,3.3,3,4,3,4,3,3,3,3,2,4,3,4,4,3,3,4,4,4,4,4,4,4,1,3,1,2,2,3,4,5,4,4,4,2,4,4,4,3,4,4,4,3,3,2,3,1
67.5,"Male","No","dip","Diploma","Retired",10000,"Registered Respiratory Therapist","RESPIRATORY - THERAPIST","23",0,"*Missing*","United States","Single",0,0,"No","No","Very High",2.2,4.07,3.05,1.4,2,3,2,4,4,2,2,4,5,5,2,5,4,5,5,5,5,4,4,4,4,5,2,2,3,1,3,1,4,4,4,2,2,2,3,5,5,3,2,3,1,1,1,1,1
20,"Female","No","ltuni","Left University","Student",10000,"0","*MISSING*","0",0,"Small City","United States","Single",0,0,"Yes","No","Very High",1.8,2.07,2.7,2.6,3,2,3,1,1,1,1,5,2,2,2,2,3,3,5,1,1,1,1,1,5,1,1,5,5,1,3,1,4,1,1,4,1,4,3,4,1,3,5,3,2,2,3,3,3
45,"Female","Yes","ma","Masters","Full-Time",55000,"Administrator","ADMINISTRATOR","5",0,"Rural/Country","United States","Married",NA,1,"No","Yes","Very High",4,4.13,4.55,3.6,5,5,5,4,4,1,5,3,5,5,4,5,5,5,5,2,5,3,5,5,5,5,5,5,4,2,5,5,5,5,5,5,2,5,5,5,3,5,5,5,3,3,4,3,3
67.5,"Male","Yes","high","High School","Retired",35000,"0","*MISSING*","6",6,"Small City","United States","Married",NA,4,"Yes","Yes","Very High",3.8,2.8,2.9,1.6,4,4,4,3,3,1,1,5,2,3,4,4,4,3,4,2,1,4,1,4,4,3,3,2,3,2,4,3,3,1,2,2,2,2,3,4,3,4,4,4,1,1,1,1,1
45,"Female","No","deg","Degree","Part-Time",15000,"Framer/Sales Associate","FRAMER","5",6,"Small Town","United States","Married",0,0,"Yes","Yes","Very High",2.6,3.6,3.35,3.6,4,3,4,2,2,5,2,4,4,4,5,4,5,4,3,2,3,4,3,5,4,1,2,3,3,2,4,4,4,2,3,4,5,3,4,3,2,5,4,4,3,3,4,4,4
